Team,Player,First Name,Last Name,Age,Pos,F,D,G,C,RW,LW,RD,LD,CH 20-21,CH 21-22,CH 22-23,CH 23-24,CH 24-25,CH 25-26,CH 26-27,CH Total,CH Avg,Cap%,NMC,Expiry,UFA Expiry,RFA Expiry,27/54,Game Req,Must Protect,Under Contract 21/22,UFA,Meets Exposure,Overall,OPS,DPS,PS,GP,GAOPS,GADPS,GAPS,CH 21-22_scaled,CH Total_scaled,CH Avg_scaled,OPS_scaled,DPS_scaled,PS_scaled,GAOPS_scaled,GADPS_scaled,GAPS_scaled,Overall_scaled,CH 20-21_standard,CH 21-22_standard,CH 22-23_standard,CH 23-24_standard,CH 24-25_standard,CH 25-26_standard,CH 26-27_standard,CH Avg_standard,Overall_standard,PS_standard,GAPS_standard
STL,Oskar Sundqvist,Oskar,Sundqvist,27,C,1,0,0,1,0,0,0,0,2.75,2.75,2.75,0.0,0.0,0.0,0.0,5.5,2.75,3.4,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,77.0,0.1,0.2,0.3,28.0,0.2,0.4,0.6,2.75,3.752499749502887,2.75,0.4080150690866417,0.8431500667593703,0.5220414260539531,0.7146520246748341,1.3662102298098993,0.7906389929647358,3.4537745011084677,10.110504738135955,9.691370403549573,9.181334693518508,0.0,0.0,0.0,0.0,9.691370403549573,9.368892834173662,9.126906354894015,9.201629328738225
STL,Samuel Blais,Samuel,Blais,25,RW,1,0,0,0,1,0,0,0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.8,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,77.0,1.1,0.4,1.6,36.0,1.7,0.6,2.5,1.5,1.0234090225916963,1.5,4.48816575995306,1.6863001335187406,2.784220938954417,6.114245099995803,2.125215913037621,3.279687674520386,3.4537745011084677,9.591626865266866,9.229493665528393,0.0,0.0,0.0,0.0,0.0,9.229493665528393,9.368892834173662,9.730934188410767,9.867635207995738
STL,Zachary Sanford,Zachary,Sanford,26,LW,1,0,0,0,0,1,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,79.0,0.5,0.3,0.8,52.0,0.5,0.3,0.9,0.0,0.0,0.0,2.040075345433209,1.2647251001390554,1.3921104694772084,1.9240631433553224,1.1034774933079954,1.1352765027185951,3.5434829297086874,9.591626865266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,9.35922475240046,9.306788151778886
STL,Ivan Barbashev,Ivan,Barbashev,25,C,1,0,0,1,0,0,0,0,1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,75.0,0.3,0.7,1.0,38.0,0.4,1.0,1.5,0.0,0.0,0.0,1.2240452072599253,2.951025233657796,1.7401380868465104,1.5797571071759489,3.5233842768781605,1.9419203335975967,3.364066072508247,9.581249307809482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,9.452152111403036,9.517105797860204
STL,Kyle Clifford,Kyle,Clifford,30,LW,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,76.0,-0.3,0.3,0.0,50.0,-0.3,0.3,0.0,1.0,0.6822726817277975,1.0,-1.2240452072599253,1.2647251001390554,0.0,-1.2006154014537214,1.1476165930403153,0.0,3.408920286808357,9.384075716119229,9.044742970319922,0.0,0.0,0.0,0.0,0.0,9.044742970319922,9.15446767934366,0.0,0.0
STL,Mackenzie MacEachern,Mackenzie,MacEachern,27,LW,1,0,0,0,0,1,0,0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.1,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,75.0,-0.3,0.3,0.1,21.0,-0.8,0.8,0.3,0.9,0.6140454135550178,0.9,-1.2240452072599253,1.2647251001390554,0.174013808684651,-2.858608098699336,2.732420459619798,0.351395107984327,3.364066072508247,9.342565486289702,9.007792831278227,0.0,0.0,0.0,0.0,0.0,9.007792831278227,8.940042524513661,9.033978995891438,9.096470505697566
STL,Robert Thomas,Robert,Thomas,22,RW,1,0,0,0,1,0,0,0,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,83.0,0.3,0.5,0.8,33.0,0.5,0.8,1.4,0.0,0.0,0.0,1.2240452072599253,2.1078751668984257,1.3921104694772084,1.81911424462685,2.898021699596756,1.7889205497383924,3.722899786909127,9.340074872499931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65544376315367,9.35922475240046,9.482052856846652
STL,Jordan Kyrou,Jordan,Kyrou,23,RW,1,0,0,0,1,0,0,0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,74.0,2.8,0.9,3.6,55.0,2.9,0.9,3.7,0.0,0.0,0.0,11.424421934425968,3.7941753004171663,6.264497112647438,10.18703976991036,3.129863435564496,4.830085484293659,3.3192118582081376,9.283620959931774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72561736968366,10.660207778436542,10.288270500158376
STL,Tanner Kaspick,Tanner,Kaspick,23,C,1,0,0,1,0,0,0,0,0.739,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,RFA (2022),0.0,2022.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5117045112958482,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.275734016264163,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,0.0,0.0,0.0
STL,Sam Anas,Sam,Anas,28,C,1,0,0,1,0,0,0,0,0.725,0.725,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.9,False,UFA (2022),2022.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.4946476942526532,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26992258408803,8.94313008795526,0.0,0.0,0.0,0.0,0.0,8.94313008795526,0.0,0.0,0.0
STL,Jacob De La Rose,Jacob,De La Rose,26,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,73.0,-0.3,0.1,-0.2,13.0,-1.3,0.4,-0.9,0.0,0.0,0.0,-1.2240452072599253,0.4215750333796851,-0.3480276173693021,-4.617751544052774,1.4713033244106608,-1.1352765027185951,3.2743576439080275,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511192214853658,8.894587957387571,8.675835213534926
STL,Curtis McKenzie,Curtis,McKenzie,30,LW,1,0,0,0,0,1,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,Austin Poganski,Austin,Poganski,25,RW,1,0,0,0,1,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,22 GR,0,No,0,1,0,0.0,-0.1,0.0,-0.1,5.0,-0.1,0.0,-0.1,0.0,0.0,0.0,-0.4080150690866417,0.0,-0.174013808684651,-0.357326012337417,0.0,-0.1317731654941226,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.941051636888862,8.956258741643353
STL,Nolan Stevens,Nolan,Stevens,24,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,Nathan Walker,Nathan,Walker,27,LW,1,0,0,0,0,1,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,19 GR,0,No,0,1,0,0.0,-0.1,0.0,-0.1,8.0,-0.1,0.0,-0.1,0.0,0.0,0.0,-0.4080150690866417,0.0,-0.174013808684651,-0.357326012337417,0.0,-0.1317731654941226,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.941051636888862,8.956258741643353
STL,Jordan Binnington,Jordan,Binnington,28,G,0,0,1,0,0,0,0,0,4.4,6.0,6.0,6.0,6.0,6.0,6.0,36.0,6.0,7.4,False,UFA (2027),2027.0,0.0,0,0,No,1,0,1,84.0,0.0,0.0,7.3,42.0,0.0,0.0,9.7,6.0,24.561816542200717,6.0,0.0,0.0,12.703008033979524,0.0,0.0,12.825921441427935,3.767754001209237,10.795423530323152,10.892249922404643,10.398127248120971,9.914445210209161,9.568887008243605,9.500672021825988,9.30621391742433,10.892249922404643,10.869868917983672,12.379363919984222,12.391446960971571
STL,Evan Fitzpatrick,Evan,Fitzpatrick,23,G,0,0,1,0,0,0,0,0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,0,0,No,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.288602187511318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL,Ville Husso,Ville,Husso,26,G,0,0,1,0,0,0,0,0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,UFA (2022),2022.0,0.0,0,0,No,1,0,1,76.0,0.0,0.0,2.0,17.0,0.0,0.0,6.6,0.75,0.5117045112958482,0.75,0.0,0.0,3.480276173693021,0.0,0.0,8.681526197259844,3.408920286808357,9.280300141545412,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,9.15446767934366,9.916788906415922,11.304805789551422
STL,Jon Gillies,Jon,Gillies,27,G,0,0,1,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,0,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Victor Hedman,Victor,Hedman,30,LD,0,1,0,0,0,0,0,1,7.875,7.875,7.875,7.875,7.875,0.0,0.0,31.5,7.875,9.7,True,UFA (2025),2025.0,0.0,1,1,Yes,1,0,1,92.0,4.0,3.3,7.3,54.0,4.1,3.4,7.6,7.875,21.491589474425624,7.875,16.320602763465672,13.911976101529609,12.703008033979524,14.822412363626189,11.688687521706914,9.975716676666172,4.126587715610117,12.237904016899218,11.585065029436413,11.100122952699314,10.725460289828382,10.445000407877098,0.0,0.0,11.585065029436413,12.585270156623682,12.379363919984222,11.655335199686954
TBL,Ryan McDonagh,Ryan,McDonagh,32,LD,0,1,0,0,0,0,0,1,6.75,6.75,6.75,6.75,6.75,6.75,0.0,33.75,6.75,8.3,False,UFA (2026),2026.0,0.0,1,1,No,1,0,1,83.0,0.3,3.4,3.7,50.0,0.3,3.8,4.1,6.75,23.02670300831317,6.75,1.2240452072599253,14.333551134909294,6.438510921332089,1.2006154014537214,13.00632138779024,5.460679978076444,3.722899786909127,11.770913931317038,11.169375965217352,10.678925529952307,10.23885124205685,9.919332368097002,9.842984311144123,0.0,11.169375965217352,10.65544376315367,10.70667145793783,10.428482264212589
TBL,Mikhail Sergachev,Mikhail,Sergachev,23,LD/RD,0,1,0,0,0,0,1,1,4.8,4.8,4.8,0.0,0.0,0.0,0.0,9.6,4.8,5.9,False,RFA (2023),0.0,2023.0,1,1,No,1,0,1,82.0,2.1,3.0,5.1,56.0,2.1,3.0,5.1,4.8,6.549817744586856,4.8,8.568316450819477,12.647251001390554,8.874704242917202,7.503846259085757,10.246576723574243,6.720431440200255,3.678045572609017,10.961464449641259,10.448848253904309,9.94884999719083,0.0,0.0,0.0,0.0,10.448848253904309,10.441018608323668,11.357162970955871,10.779011674348123
TBL,Erik Cernak,Erik,Cernak,24,RD,0,1,0,0,0,0,1,0,2.95,2.95,2.95,0.0,0.0,0.0,0.0,5.9,2.95,3.6,False,RFA (2023),0.0,2023.0,1,1,No,1,0,1,83.0,1.3,2.6,3.9,46.0,1.6,3.2,4.7,2.95,4.025408822194006,2.95,5.304195898126343,10.960950867871814,6.78653853870139,5.655072543079123,10.810880948930508,6.256360726938345,3.722899786909127,10.193525197795008,9.765270681632963,9.256214235340199,0.0,0.0,0.0,0.0,9.765270681632963,10.65544376315367,10.799598816940406,10.638799910293908
TBL,Jan Rutta,Jan,Rutta,30,RD,0,1,0,0,0,0,1,0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.6,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,79.0,0.2,2.1,2.3,35.0,0.3,3.4,3.7,1.3,0.8869544862461369,1.3,0.8160301381732835,8.853075700973388,4.0023175997469735,1.1434432394797347,11.476165930403154,4.849252490183713,3.522849991130637,9.50860640560781,9.155593387445004,0.0,0.0,0.0,0.0,0.0,9.155593387445004,9.797743143833666,10.056179944919789,10.288270500158376
TBL,David Savard,David,Savard,30,RD,0,1,0,0,0,0,1,0,1.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,81.0,-0.6,0.4,-0.2,54.0,-0.6,0.4,-0.2,0.0,0.0,0.0,-2.4480904145198505,1.6863001335187406,-0.3480276173693021,-2.223361854543928,1.4168106086917471,-0.2733073062100321,3.614352588302861,9.409812058613536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.226593453493669,8.894587957387571,8.9212058006298
TBL,Cal Foote,Cal,Foote,22,RD,0,1,0,0,0,0,1,0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,0.0,-0.1,1.7,1.5,35.0,-0.2,2.7,2.4,0.0,0.0,0.0,-0.4080150690866417,7.166775567454647,2.6102071302697656,-0.5717216197398673,9.290229562707315,3.162555971858944,0.0,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68447050890948,9.832582266982184
TBL,Luke Schenn,Luke,Schenn,31,RD,0,1,0,0,0,0,1,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,73.0,0.1,1.0,1.2,38.0,0.1,1.5,1.8,0.0,0.0,0.0,0.4080150690866417,4.215750333796851,2.0881657042158124,0.5265857023919829,5.033406109825944,2.3303044003171163,3.2743576439080275,9.301055256460176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511192214853658,9.545079470405613,9.622264620900864
TBL,Andreas Borgman,Andreas,Borgman,26,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,20 GR,0,No,0,1,0,0.0,0.1,0.0,0.1,7.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4080150690866417,0.0,0.174013808684651,0.357326012337417,0.0,0.1317731654941226,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.033978995891438,9.026364623670458
TBL,Fredrik Claesson,Fredrik,Claesson,28,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,21 GR,0,No,0,1,0,0.0,-0.1,0.2,0.1,6.0,-0.1,0.2,0.1,0.0,0.0,0.0,-0.4080150690866417,0.8431500667593703,0.174013808684651,-0.357326012337417,0.6831051149049496,0.1317731654941226,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.033978995891438,9.026364623670458
TBL,Sean Day,Sean,Day,23,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Brian Lashoff,Brian,Lashoff,30,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Ben Thomas,Ben,Thomas,25,RD,0,1,0,0,0,0,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,22 GR,0,No,0,1,0,0.0,-0.1,0.2,0.1,5.0,-0.1,0.2,0.1,0.0,0.0,0.0,-0.4080150690866417,0.8431500667593703,0.174013808684651,-0.357326012337417,0.6831051149049496,0.1317731654941226,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.033978995891438,9.026364623670458
TBL,Dominik Masin,Dominik,Masin,25,LD,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Nikita Kucherov,Nikita,Kucherov,28,RW,1,0,0,0,1,0,0,0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,57.0,9.5,11.7,True,UFA (2027),2027.0,0.0,1,1,Yes,1,0,1,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,38.88954285848446,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.126587715610117,12.912445251629034,12.185504788863948,11.708519230000546,11.428340025498375,11.204298687559458,11.098129371977288,11.194381766917948,12.185504788863948,12.585270156623682,0.0,0.0
TBL,Steven Stamkos,Steven,Stamkos,31,C,1,0,0,1,0,0,0,0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,25.5,8.5,10.4,True,UFA (2024),2024.0,0.0,1,1,Yes,1,0,1,89.0,3.4,0.9,4.3,38.0,5.0,1.3,6.3,8.5,17.397953384058837,8.5,13.87251234894582,3.7941753004171663,7.482593773439995,17.90391388132742,4.530065498843349,8.350257434469665,3.992025072709787,12.497342953333762,11.816003398447004,11.334121520892095,10.995798649701456,0.0,0.0,0.0,11.816003398447004,11.94199469213368,10.985453534945561,11.19964696651076
TBL,Brayden Point,Brayden,Point,25,C,1,0,0,1,0,0,0,0,6.75,6.75,0.0,0.0,0.0,0.0,0.0,6.75,6.75,8.3,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,92.0,4.6,1.2,5.8,56.0,4.6,1.2,5.8,6.75,4.6053406016626335,6.75,18.76869317798552,5.0589004005562215,10.09280090370976,16.43699656752118,4.098630689429697,7.6428435986591134,4.126587715610117,11.770913931317038,11.169375965217352,0.0,0.0,0.0,0.0,0.0,11.169375965217352,12.585270156623682,11.682408727464892,11.024382261442994
TBL,Ondrej Palat,Ondrej,Palat,30,RW,1,0,0,0,1,0,0,0,5.3,5.3,0.0,0.0,0.0,0.0,0.0,5.3,5.3,6.5,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,84.0,3.7,1.1,4.8,55.0,3.8,1.1,4.9,5.3,3.616045213157327,5.3,15.096557556205743,4.637325367176537,8.35266281686325,13.461445410238692,3.825388643467717,6.440113979058212,3.767754001209237,11.169015598788896,10.633598949112782,0.0,0.0,0.0,0.0,0.0,10.633598949112782,10.869868917983672,11.217771932452004,10.708905792321016
TBL,Yanni Gourde,Yanni,Gourde,29,C,1,0,0,1,0,0,0,0,5.167,5.167,5.167,5.167,5.167,0.0,0.0,20.667,5.167,6.3,False,UFA (2025),2025.0,0.0,1,1,No,1,0,1,82.0,2.9,1.5,4.3,56.0,2.9,1.5,4.3,5.166666,14.100300269647333,5.166666,11.832437003512611,6.323625500695277,7.482593773439995,10.362454357785094,5.123288361787122,5.666246116247273,3.678045572609017,11.113806993115624,10.584455264187328,10.086253956433632,9.554138244170328,9.179659028566432,0.0,0.0,10.584455264187328,10.441018608323668,10.985453534945561,10.498588146239696
TBL,Tyler Johnson,Tyler,Johnson,30,RW,1,0,0,0,1,0,0,0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,15.0,5.0,6.1,False,UFA (2024),2024.0,0.0,1,1,No,1,0,1,79.0,1.0,0.8,1.8,55.0,1.0,0.8,1.8,5.0,10.234090225916963,5.0,4.080150690866418,3.3726002670374813,3.132248556323719,3.6382284892537,2.782100831612885,2.415042742146829,3.5434829297086874,11.044484909300314,10.522748531987698,10.023729539012521,9.481903834412241,0.0,0.0,0.0,10.522748531987698,9.797743143833666,9.823861547413346,9.622264620900864
TBL,Anthony Cirelli,Anthony,Cirelli,24,C,1,0,0,1,0,0,0,0,4.8,4.8,4.8,0.0,0.0,0.0,0.0,9.6,4.8,5.9,False,RFA (2023),0.0,2023.0,1,1,No,1,0,1,88.0,0.8,1.0,1.8,50.0,0.9,1.1,2.0,4.8,6.549817744586856,4.8,3.264120552693134,4.215750333796851,3.132248556323719,3.201641070543257,3.825388643467718,2.656547016361513,3.947170858409677,10.961464449641259,10.448848253904309,9.94884999719083,0.0,0.0,0.0,0.0,10.448848253904309,11.727569537303678,9.823861547413346,9.692370502927972
TBL,Alex Killorn,Alex,Killorn,31,LW,1,0,0,0,0,1,0,0,4.45,4.45,4.45,0.0,0.0,0.0,0.0,8.9,4.45,5.5,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,83.0,2.2,1.1,3.3,56.0,2.2,1.1,3.3,4.45,6.072226867377399,4.45,8.97633151990612,4.637325367176537,5.742455686593484,7.861172271423175,3.757078131977223,4.348514461306047,3.722899786909127,10.816178645237915,10.319522767258379,9.817810799002874,0.0,0.0,0.0,0.0,10.319522767258379,10.65544376315367,10.520816739932675,10.148058736104163
TBL,Blake Coleman,Blake,Coleman,29,LW,1,0,0,0,0,1,0,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,84.0,2.3,1.5,3.9,55.0,2.3,1.5,4.0,0.0,0.0,0.0,9.38434658899276,6.323625500695277,6.78653853870139,8.36792552528351,5.21643905927416,5.232592607984796,3.767754001209237,9.716157554755446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869868917983672,10.799598816940406,10.393429323199037
TBL,Barclay Goodrow,Barclay,Goodrow,28,LW,1,0,0,0,0,1,0,0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,79.0,0.4,1.6,2.0,55.0,0.4,1.6,2.0,0.0,0.0,0.0,1.632060276346567,6.745200534074963,3.480276173693021,1.45529139570148,5.564201663225771,2.683380824607588,3.5434829297086874,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,9.916788906415922,9.692370502927972
TBL,Patrick Maroon,Patrick,Maroon,33,LW,1,0,0,0,0,1,0,0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.1,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,78.0,0.5,0.8,1.3,55.0,0.5,0.8,1.3,0.9,0.6140454135550178,0.9,2.040075345433209,3.3726002670374813,2.262179512900464,1.81911424462685,2.782100831612885,1.7441975359949322,3.4986287154085773,9.342565486289702,9.007792831278227,0.0,0.0,0.0,0.0,0.0,9.007792831278227,9.583317989003664,9.591543149906903,9.446999915833098
TBL,Boris Katchouk,Boris,Katchouk,23,LW,1,0,0,0,0,1,0,0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.314753632303919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Taylor Raddysh,Taylor,Raddysh,23,RW,1,0,0,0,1,0,0,0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.314753632303919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Otto Somppi,Otto,Somppi,23,C,1,0,0,1,0,0,0,0,0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28569647142325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBL,Alex Barre-Boulet,Alex,Barre-Boulet,24,C,1,0,0,1,0,0,0,0,0.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,12 GR,0,No,0,0,0,0.0,0.0,0.3,0.2,15.0,0.0,1.1,0.7,0.0,0.0,0.0,0.0,1.2647251001390554,0.3480276173693021,0.0,3.825388643467717,0.9839063023561158,0.0,9.284036062230069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.080442675392726,9.236682269751778
TBL,Mathieu Joseph,Mathieu,Joseph,24,C,1,0,0,1,0,0,0,0,0.738,0.738,0.0,0.0,0.0,0.0,0.0,0.738,0.738,0.9,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,79.0,1.5,0.8,2.3,56.0,1.5,0.8,2.3,0.7375,0.5031761027742507,0.7375,6.120226036299626,3.3726002670374813,4.0023175997469735,5.359890185061255,2.7324204596197985,3.030782806364821,3.5434829297086874,9.275318913965869,8.947933606030682,0.0,0.0,0.0,0.0,0.0,8.947933606030682,9.797743143833666,10.056179944919789,9.79752932596863
